Tag,UserID,Answers,Accepted,Votes,Reputation,AvgAnswerLength,AvgAcceptedLength,LastActiveTime,Days,Score
arraylist,964243,4,5,16,16823,699.75,1440.4,1419549588,25,5.068636111
arrays,1124868,4,5,16,1584,788.5,1404.2,1412037304,112,5.068636111
string,2991525,1,2,18,3942,812,378,1408420311,154,5.06417
android,3071356,4,6,12,1268,531,1012.666667,1395154515,308,5.05761
regex,2193767,41,9,57,12154,393.8292683,263.7777778,1419331020,28,5.0573979
android,57695,11,7,22,251832,410.7272727,722.1428571,1419323712,28,5.037709444
arrays,749588,23,8,37,18134,240.3913043,222.625,1418217394,41,5.029734194
maven,2940272,2,2,25,960,499,398,1409299015,144,5.0291475
mysql,992484,17,8,27,173798,1138.235294,1929.625,1417857750,45,5.0250944
generics,228171,3,5,13,43698,1177.333333,813.4,1412415370,108,5.021678125
jpa,3498062,3,5,13,8387,738.3333333,940.4,1407216268,168,5.021678125
java-ee,1039952,3,5,13,9091,505.6666667,734.8,1412759760,104,5.021678125
android,1199931,7,9,7,2051,423.7142857,377.6666667,1401812890,231,5.021299688
jdbc,521799,1,6,5,55333,861,749.3333333,1419757625,23,5.013737143
android,1011435,1,6,5,1139,397,736.1666667,1413552197,95,5.013737143
tomcat,1585767,8,8,12,4186,262.375,435.75,1410535918,130,5.01161
android,919710,8,8,12,3212,522.5,751,1407601140,164,5.01161
multithreading,3489074,8,8,12,1833,1112.75,1516.625,1418126445,42,5.01161
hibernate,2702510,5,8,7,1835,423.4,524.125,1418475474,38,5.002966154
android,1238164,8,7,16,2554,291.125,412.7142857,1412333631,109,5.001460333
regex,2970947,9,6,23,61282,587.8888889,556.8333333,1417588316,48,5.000188
multithreading,616460,3,4,17,17518,673.3333333,1007.25,1415056457,77,4.987931429
netbeans,1065197,3,4,17,49705,914.3333333,539.5,1416769913,57,4.987931429
arrays,3656904,6,5,21,1573,164,229.4,1417701106,47,4.980895455
string,581994,6,5,21,27475,940.5,636.2,1417913269,44,4.980895455
spring,34088,13,8,20,160347,594.2307692,709.625,1418913698,33,4.976935238
spring,1841614,1,4,10,225,1388,1102.25,1404983648,194,4.966292
eclipse,562363,1,4,10,2657,747,531,1401266664,237,4.966292
regex,240443,1,4,10,52699,501,706.5,1418345431,39,4.966292
regex,1850609,1,4,10,23053,1003,1306.25,1400258489,249,4.966292
spring-mvc,1160445,2,5,10,1867,1518,1008.2,1417474656,49,4.961303571
android,1089967,2,5,10,4761,363,495.2,1407504244,165,4.961303571
maven,3545273,2,5,10,15522,750.5,812.2,1412863650,103,4.961303571
arraylist,2024761,2,5,10,22280,785,623,1404880799,195,4.961303571
eclipse,1816356,2,5,10,9233,610,586.2,1418024120,43,4.961303571
swing,2625478,2,5,10,1185,1469,1538.4,1419175570,30,4.961303571
android,1456931,5,7,10,2079,674.4,930.2857143,1409207795,145,4.947086667
string,315228,15,8,23,11552,357.2666667,329.625,1419852428,22,4.943405217
swing,1324709,6,4,27,4792,1198.5,855.75,1409053096,147,4.935502
android,2000300,5,5,18,1624,364.2,1067.8,1418800494,34,4.934555
mysql,871026,5,5,18,97684,272.2,166.4,1412413369,108,4.934555
android,3598052,4,8,5,1073,3018.75,964,1415642476,70,4.922836667
swing,2910751,7,6,18,1360,877.7142857,996,1416210181,64,4.92279
mysql,3793867,4,7,8,2737,429,331.1428571,1419854306,22,4.922371364
arrays,1611055,1,3,13,17341,593,1001,1411375944,120,4.91907375
generics,1093528,4,4,20,45882,762.5,792.75,1419859328,22,4.90887
multithreading,3848148,4,4,20,1328,948,1229.5,1407531534,164,4.90887
eclipse,3636601,9,8,13,11652,163.6666667,120,1415174074,76,4.906112941
android,1869846,11,7,21,16221,332.9090909,440.5714286,1419418627,27,4.904205833
android,157247,3,6,9,324904,421.3333333,537,1411646475,117,4.89366
android,2056772,3,6,9,14179,413.3333333,401.1666667,1407951713,159,4.89366
spring,1422818,3,6,9,1019,1410,1104.333333,1415866723,68,4.89366
maven,2563754,3,6,9,5594,773,1942.166667,1404644341,198,4.89366
javascript,34088,3,6,9,160347,712.3333333,511,1418036599,43,4.89366
arraylist,2422776,18,6,42,35314,459.1666667,494.6666667,1418542094,37,4.8884625
android,276052,1,5,7,176354,403,465.8,1419357144,27,4.880804167
generics,3004881,1,5,7,1671,1459,1407.6,1418383670,39,4.880804167
xml,2182928,1,5,7,3506,874,1504.2,1408791784,150,4.880804167
jpa,1061499,1,5,7,4703,312,675,1402407559,224,4.880804167
servlets,459557,1,5,7,5067,1063,940.2,1419974869,20,4.880804167
servlets,2764255,4,5,15,15916,313.75,505,1403172878,215,4.877916667
eclipse,418556,4,5,15,114923,629.5,756.4,1417562270,48,4.877916667
spring,1061499,6,8,8,4703,652.6666667,926.875,1418806993,34,4.87548
spring,185723,11,8,16,6008,899,589,1415909259,67,4.872978947
json,1353722,2,4,13,2671,1269,782.25,1409035112,147,4.864483333
sockets,992484,2,4,13,173798,2822,1955.25,1408938776,148,4.864483333
user-interface,2894369,2,4,13,7713,351,961.25,1416923274,56,4.864483333
android,905349,4,6,11,1154,524.5,2317.333333,1412000054,113,4.851633
android,2912012,11,10,8,936,635.7272727,780.3,1419375100,27,4.849969048
spring,1231230,24,10,24,5536,877.25,434.9,1419867725,22,4.836567647
tomcat,3017003,1,2,17,3830,429,643.5,1391787051,347,4.835306667
eclipse,1155209,1,2,17,46396,1165,2768,1397690304,278,4.835306667
swing,2670792,9,5,28,22087,534.4444444,699.4,1406999793,170,4.834985714
swing,3069254,6,5,20,3071,400.3333333,738,1406274007,179,4.824852273
android,3241412,5,6,13,1137,417.4,713,1396282976,295,4.817247273
hibernate,1300669,5,6,13,3182,329,593.3333333,1415603273,71,4.817247273
maven,774183,13,7,24,8935,377.0769231,951.8571429,1417777362,46,4.8155275
android,1254812,3,5,12,3134,415.3333333,650,1414021099,89,4.80711875
maven,641955,3,5,12,28801,629,534.4,1419626916,24,4.80711875
regex,3558960,3,5,12,12302,334,318.8,1417665539,47,4.80711875
spring-mvc,1540341,0,1,12,544,0,672,1403341406,213,4.798525
tomcat,450586,0,1,12,362,0,1415,1413575799,94,4.798525
android,3675012,0,1,12,376,0,730,1401078319,239,4.798525
android,634958,0,1,12,716,0,317,1402914778,218,4.798525
android,3023877,0,1,12,2130,0,650,1388915817,380,4.798525
android,1775939,0,1,12,1325,0,295,1404449521,200,4.798525
android,989757,0,1,12,2086,0,548,1415028081,78,4.798525
android,156477,0,1,12,4795,0,223,1391358663,352,4.798525
hibernate,926520,0,1,12,1146,0,793,1399522022,257,4.798525
sql,3244185,0,1,12,2011,0,215,1404802772,196,4.798525
spring,1540341,0,1,12,544,0,672,1403341406,213,4.798525
generics,1566852,0,1,12,673,0,96,1395685606,301,4.798525
xml,3023877,0,1,12,2130,0,650,1388915817,380,4.798525
multithreading,234053,0,1,12,29613,0,561,1408432901,154,4.798525
jar,2333021,0,1,12,1030,0,6053,1407039820,170,4.798525
eclipse,1250107,0,1,12,3579,0,570,1390292200,364,4.798525
servlets,516167,0,1,12,8922,0,872,1390644899,360,4.798525
servlets,1157935,0,1,12,2260,0,135,1392635868,337,4.798525
arrays,1679537,0,1,12,9586,0,203,1392110326,343,4.798525
string,121747,3,4,16,66662,479.3333333,554,1415560659,71,4.791762857
spring,772590,3,4,16,1212,416,989.5,1415883548,68,4.791762857
multithreading,157247,3,4,16,324904,1622.333333,1220.5,1418634419,36,4.791762857
spring-mvc,1696044,0,2,10,1205,0,317.5,1404585363,198,4.79092
android,201359,0,2,10,105575,0,422,1393429165,328,4.79092
jdbc,157247,0,2,10,324882,0,744.5,1419325988,28,4.79092
hibernate,1705598,0,2,10,14678,0,644,1409136185,146,4.79092
generics,1679537,0,2,10,9586,0,459,1418044488,43,4.79092
json,3403161,0,2,10,1008,0,970,1410125545,134,4.79092
json,769501,0,2,10,1103,0,989,1393969625,321,4.79092
jar,871026,0,2,10,97684,0,212.5,1393969392,321,4.79092
arraylist,3699131,0,2,10,786,0,535,1402590974,222,4.79092
java-ee,613628,0,2,10,2493,0,265.5,1400749295,243,4.79092
swing,276052,0,2,10,176354,0,306,1408095752,158,4.79092
eclipse,296328,12,8,17,31639,1072.5,804.875,1411985895,113,4.790238
spring-mvc,22982,6,6,15,7905,568.5,1083.833333,1417691090,47,4.7885925
tomcat,157882,0,3,8,537025,0,502,1408610395,152,4.783315
android,335858,0,3,8,307351,0,705,1396216685,295,4.783315
generics,552759,0,3,8,34527,0,645.6666667,1413039552,101,4.783315
json,550966,0,3,8,23092,0,582,1414492683,84,4.783315
mysql,330315,0,3,8,116213,0,353.6666667,1405065221,193,4.783315
user-interface,506855,0,3,8,14189,0,292.3333333,1417439649,50,4.783315
arrays,879114,0,3,8,2310,0,618.3333333,1393169701,331,4.783315
spring-mvc,1189885,6,7,11,23724,307.6666667,497.8571429,1416335581,62,4.783148462
android,1499541,0,4,6,1490,0,1210.75,1395954419,298,4.77571
android,1034031,0,4,6,1416,0,560.5,1407541445,164,4.77571
jpa,1291150,0,4,6,5136,0,818.25,1419613442,24,4.77571
web-services,55452,0,4,6,5434,0,613.5,1413577056,94,4.77571
maven,1913537,0,4,6,5623,0,523,1391776618,347,4.77571
eclipse,2631139,0,4,6,697,0,296.5,1414598502,83,4.77571
swing,3820025,0,4,6,723,0,1421,1416390667,62,4.77571
sql,115145,0,4,6,438380,0,337.5,1419546244,25,4.77571
xml,1253844,0,4,6,10472,0,614.75,1417037636,54,4.77571
json,2311841,0,4,6,854,0,406.25,1414662384,82,4.77571
maven,871026,0,4,6,97684,0,320,1401567343,233,4.77571
arraylist,2189127,0,4,6,21025,0,1288,1406542170,176,4.77571
arrays,1714115,0,4,6,723,0,756,1415885416,68,4.77571
servlets,2587435,0,5,4,40777,0,2393.4,1420634627,13,4.768105
android,1627730,7,8,9,3302,1177,1033.625,1418117511,42,4.764992
swing,3378204,7,6,17,645,2317.285714,2050.333333,1418870747,33,4.764346154
spring-mvc,772590,5,5,17,1212,336.8,976.6,1415883548,68,4.7629075
arrays,869736,5,5,17,75131,407.4,495,1419793812,22,4.7629075
spring,1860517,0,6,2,446,0,220.5,1417012256,55,4.7605
android,2675669,16,8,23,7139,496.625,252.25,1397314269,283,4.757088333
eclipse,1585767,16,8,23,4186,286.1875,287.25,1410423242,131,4.757088333
android,322642,5,7,9,10466,270.2,511.7142857,1418339307,39,4.74683125
android,2319542,5,7,9,971,600.2,1611.285714,1410902123,125,4.74683125
android,1217087,4,4,19,2928,1234.75,681,1420218417,17,4.7372225
servlets,22656,4,4,19,744441,751.5,609.25,1418636713,36,4.7372225
arraylist,1093528,7,5,22,45882,411.2857143,560.2,1419112288,30,4.733433333
spring-mvc,3282808,1,6,4,4685,181,487.6666667,1409240847,145,4.719484286
spring,2842067,1,6,4,1096,2240,1203.166667,1405858733,184,4.719484286
arraylist,896249,2,5,9,2632,1845.5,1406.2,1415747455,69,4.716092857
jdbc,984823,9,7,16,34051,706.4444444,479.1428571,1413389377,97,4.714670625
javascript,131552,3,3,21,803,313.6666667,1518,1418993508,32,4.7115375
netbeans,131872,10,6,23,149318,1335.9,509,1412003853,113,4.709791875
mysql,131872,10,6,23,149318,606,1505.833333,1419272185,28,4.709791875
html,1138559,4,7,7,3711,2251.5,1284.142857,1418878188,33,4.703910909
html,1622894,4,7,7,9522,1215.5,748.4285714,1420245141,17,4.703910909
generics,1079354,11,5,32,29080,1218.090909,1411.6,1419351032,28,4.696590625
android,1358722,1,4,9,4436,422,537.75,1405206549,191,4.691656
multithreading,135589,1,4,9,73556,233,1139,1418675445,35,4.691656
eclipse,847064,1,4,9,4418,1441,631.5,1402561970,222,4.691656
swing,1428606,1,4,9,7549,587,717.75,1402383310,224,4.691656
android,1653117,1,4,9,2024,170,1255.5,1394879936,311,4.691656
hibernate,118846,2,6,6,21911,719,698.6666667,1406119588,181,4.6887225
multithreading,276052,6,3,34,176354,1411.666667,571.6666667,1419285605,28,4.687611667
eclipse,981744,4,5,14,6332,1051,741.6,1418911075,33,4.687197222
swing,3400481,17,7,30,2503,800.6470588,1443.857143,1414573376,83,4.68251
maven,1189885,8,7,14,23724,263.375,440.2857143,1414615220,82,4.681051667
android,3036759,24,12,13,2361,501.5416667,523.5,1417526326,49,4.675351667
swing,261156,13,6,29,3764,315.7692308,343,1418732529,35,4.672465263
string,1820501,6,5,19,3699,791.6666667,723.8,1419856779,22,4.668809091
arrays,515034,6,5,19,12750,271.8333333,242.4,1398428341,270,4.668809091
android,3748302,3,6,8,1154,1648.666667,1143.833333,1418794994,34,4.664796667
string,4269149,1,3,12,1347,73,762,1418398170,39,4.6616025
generics,873165,1,3,12,6844,325,381.3333333,1406042674,182,4.6616025
arraylist,276052,1,3,12,176354,293,775,1419258368,29,4.6616025
generics,3017818,1,1,25,1304,995,1430,1413271997,98,4.6601675
arrays,260990,21,5,57,124578,263.7142857,311.8,1419636195,24,4.654079808
regex,372239,20,7,35,36061,348.9,207.1428571,1419254547,29,4.653112593
android,2479292,12,8,16,1680,607.25,524.5,1418800409,34,4.65292
android,3352645,4,6,10,800,577.25,1506.833333,1412704124,104,4.645656
sql,398670,4,6,10,86821,729.5,772.8333333,1419375533,27,4.645656
xml,304,4,6,10,67078,1050.5,837.3333333,1413961678,90,4.645656
regex,499581,4,6,10,5831,308.25,460.5,1419503163,26,4.645656
string,571407,16,6,35,279389,479.5,676,1414321292,86,4.645318636
android,1306419,7,7,12,11220,877,401.7142857,1416353200,62,4.64263
spring,1526192,2,4,12,808,1013,431.25,1415988636,66,4.63562
mysql,1064245,2,4,12,14390,449,303.5,1417003281,55,4.63562
eclipse,1380752,2,4,12,28138,827,380.5,1405564455,187,4.63562
arrays,2598988,2,4,12,14554,217.5,641.25,1401353520,236,4.63562
arraylist,974186,2,4,12,11384,366.5,628.75,1418470856,38,4.63562
android,3582399,5,6,12,1696,606.6,888,1406645311,175,4.629995455
multithreading,3921464,5,6,12,1064,948,2293.666667,1410687832,128,4.629995455
android,1991579,5,6,12,1151,674.8,456.6666667,1418984290,32,4.629995455
json,501696,6,6,14,50518,240.6666667,457.6666667,1418316510,40,4.616945
generics,2057294,5,3,29,9994,1430.2,822.6666667,1416147424,65,4.607769375
jdbc,1031945,1,2,16,4408,1081,378.5,1415335601,74,4.606443333
json,139985,8,6,18,284075,1019.75,1181.666667,1418434904,38,4.596437143
arrays,68587,3,2,29,122648,881.3333333,401.5,1415146263,76,4.59618
android,272075,3,4,15,6025,393.3333333,434,1407676753,163,4.595594286
generics,3973077,3,4,15,2613,1165.666667,1521.25,1419956927,21,4.595594286
mysql,2504224,3,4,15,11747,469,376.5,1413872311,91,4.595594286
android,2857385,1,5,6,851,391,561.2,1403736677,208,4.594725
jpa,785663,1,5,6,2883,294,834.4,1401908274,229,4.594725
netbeans,1056010,1,5,6,1356,232,872.8,1415030613,78,4.594725
jpa,2667872,1,5,6,3523,2397,604,1417214709,52,4.594725
mysql,3558960,3,5,11,12302,252.6666667,430,1417753610,46,4.592559375
eclipse,1927832,3,5,11,51471,398.3333333,291.8,1414660024,82,4.592559375
android,2670792,2,3,16,22087,382,401,1410125921,134,4.588575
swing,2071828,2,3,16,20983,568,1468,1415538073,72,4.588575
spring,1463522,15,8,20,1735,511.6666667,341.625,1419108335,30,4.585184348
android,1979347,11,8,14,2211,615.2727273,553.75,1409805597,138,4.583888421
android,605111,24,9,27,3329,805.75,725.8888889,1412799115,103,4.580517273
android,1894684,43,12,30,9381,620.8837209,504.5,1418665420,35,4.578020727
arrays,1707520,11,6,24,6873,1971.181818,738.1666667,1419807927,22,4.574722941
generics,2353911,6,3,33,15709,311.5,307.6666667,1413551921,95,4.57318
jpa,3116666,16,7,27,1140,642.4375,589.7142857,1418776592,34,4.554705217
spring,1768226,23,10,20,4917,1263.391304,1401.8,1419857216,22,4.549143939
jdbc,438154,3,3,20,103745,717.3333333,711.6666667,1419883324,21,4.53989
user-interface,301607,8,5,23,34733,752.75,377.6,1419925932,21,4.524042308
android,570612,2,2,22,1333,670.5,897.5,1414619939,82,4.514205
multithreading,2798291,23,9,25,4782,1142.521739,1769.888889,1419771406,23,4.513968281
hibernate,516167,4,3,24,8922,978.25,807.6666667,1391111460,354,4.505115
jdbc,2587435,4,5,13,40777,1025.25,2853.8,1414926892,79,4.496477778
hibernate,3263183,4,5,13,416,730.5,793.4,1394049945,320,4.496477778
jpa,697630,4,5,13,23175,422,1341.2,1408996702,147,4.496477778
maven,3189213,1,1,24,355,449,624,1399997121,252,4.48852
arrays,3928341,17,7,28,3561,1053.823529,1595.857143,1418746155,35,4.482254583
android,1856960,2,5,8,839,709.5,1586.4,1406837783,172,4.470882143
arrays,641955,2,5,8,28801,761,806,1418599729,36,4.470882143
arrays,1711796,2,5,8,32148,356.5,665.2,1401844899,230,4.470882143
servlets,2310289,15,8,19,12381,429.0666667,312.875,1418890088,33,4.465777391
android,798165,10,7,16,2467,566.3,346.1428571,1419121228,30,4.461620882
android,263597,0,1,11,156,0,352,1392410645,339,4.45523
android,998395,0,1,11,1060,0,616,1402436096,223,4.45523
sql,1897010,0,1,11,1592,0,1482,1399354757,259,4.45523
spring,1563935,0,1,11,398,0,391,1396700658,290,4.45523
maven,2413303,0,1,11,3512,0,104,1403470047,211,4.45523
eclipse,1310566,0,1,11,7670,0,2227,1409562553,141,4.45523
string,2675669,10,6,21,7139,302.2,389.3333333,1401796222,231,4.452320625
regex,3337070,9,6,19,15941,155,163.3333333,1404283799,202,4.450916
string,3172694,0,2,9,1558,0,473,1391182908,354,4.447625
android,204480,0,2,9,7475,0,843.5,1419280145,28,4.447625
generics,304,0,2,9,67078,0,261,1413270247,98,4.447625
xml,2147481,0,2,9,4683,0,309,1390071129,366,4.447625
json,490888,0,2,9,478,0,2658.5,1401222795,237,4.447625
web-services,22982,0,2,9,7905,0,2295.5,1417690453,47,4.447625
maven,770452,0,2,9,3646,0,3842.5,1407987595,159,4.447625
arraylist,1223693,0,2,9,25881,0,419.5,1395839484,300,4.447625
arraylist,1943369,0,2,9,677,0,414.5,1414718473,81,4.447625
swing,135589,0,2,9,73566,0,762,1393765026,324,4.447625
arrays,3998607,0,2,9,1228,0,2637,1413485119,95,4.447625
arrays,1219199,0,2,9,6668,0,1067,1415878024,68,4.447625
maven,2504224,7,5,20,11747,609.1428571,647.8,1411724423,116,4.447354167
arrays,3558960,7,5,20,12302,617.7142857,703,1418092766,42,4.447354167
arrays,1057429,7,5,20,22157,483.2857143,609,1419229544,29,4.447354167
android,1326821,5,6,11,5508,1062.2,1133.333333,1414410081,85,4.442743636
android,1057429,5,6,11,22157,336,449,1412910848,102,4.442743636
maven,2011748,5,6,11,3750,959.2,770.6666667,1396898429,287,4.442743636
spring-mvc,1892802,0,3,7,4501,0,564,1412976743,101,4.44002
spring-mvc,1818045,0,3,7,12542,0,1146.666667,1403969887,206,4.44002
android,3941677,0,3,7,175,0,652.3333333,1418069050,42,4.44002
android,986816,0,3,7,573,0,511.6666667,1391608171,349,4.44002
android,1896516,0,3,7,822,0,303,1407943967,160,4.44002
hibernate,1759128,0,3,7,5765,0,236.3333333,1395647049,302,4.44002
sql,1064245,0,3,7,14390,0,230,1412184012,110,4.44002
sql,409172,0,3,7,13128,0,1452.333333,1415160571,76,4.44002
sql,881272,0,3,7,6372,0,911.3333333,1406189192,180,4.44002
spring,315364,0,3,7,1354,0,510.6666667,1410275680,133,4.44002
spring,2433992,0,3,7,98,0,654.3333333,1407171557,169,4.44002
json,704837,0,3,7,1752,0,253.3333333,1397718889,278,4.44002
jpa,438154,0,3,7,103745,0,491,1397926646,276,4.44002
multithreading,3166238,0,3,7,656,0,383,1391543671,349,4.44002
mysql,3297111,0,3,7,2253,0,301,1401882273,230,4.44002
jar,1831987,0,3,7,5198,0,1560.666667,1419729081,23,4.44002
java-ee,785663,0,3,7,2883,0,807.3333333,1401908274,229,4.44002
swing,2750819,0,3,7,560,0,930,1400588271,245,4.44002
regex,3297111,0,3,7,2253,0,277.3333333,1402468989,223,4.44002
spring-mvc,732771,4,6,9,4007,1126,1269.333333,1414239959,87,4.439679
hibernate,303810,4,6,9,12288,2617,5884.333333,1416386765,62,4.439679
web-services,2587435,4,6,9,40777,2702.25,2650.333333,1419473533,26,4.439679
eclipse,474189,4,6,9,26458,800,450.8333333,1417528580,49,4.439679
spring,511562,3,6,7,2113,96.33333333,449.8333333,1410785298,127,4.435933333
spring-mvc,613628,0,4,5,2493,0,345,1407314092,167,4.432415
android,1275959,0,4,5,2898,0,248.5,1405972844,182,4.432415
sql,314291,0,4,5,44146,0,941.5,1418058159,42,4.432415
eclipse,1676363,0,4,5,23491,0,439.25,1414186934,87,4.432415
regex,2003986,0,4,5,4716,0,626.25,1416829144,57,4.432415
servlets,1134181,2,6,5,2730,260,634.5,1413546100,95,4.43125125
eclipse,916225,0,5,3,1760,0,289.2,1418101919,42,4.42481
arraylist,2310289,9,8,10,12381,308.4444444,564.25,1410330080,132,4.421461176
sockets,2580516,5,5,15,3395,1760.4,555.4,1409167884,145,4.4196125
arraylist,2197700,5,5,15,6458,357.6,478.8,1412212825,110,4.4196125
spring,4151201,0,6,1,62,0,693.3333333,1419355819,27,4.417205
eclipse,1965599,0,6,1,92,0,614.1666667,1415759868,69,4.417205
eclipse,959631,0,6,1,427,0,253.3333333,1407950862,159,4.417205
android,1676123,1,4,8,1627,790,999,1401226006,237,4.41702
javascript,964243,1,4,8,16823,1080,1378.75,1416732887,58,4.41702
android,2390075,1,4,8,2352,142,1002.5,1412089260,112,4.41702
java-ee,3558960,1,4,8,12302,1062,304.75,1415696208,70,4.41702
spring-mvc,106261,15,7,24,21870,423,338.4285714,1403704066,209,4.415281818
android,616460,9,7,14,17518,1625.333333,1223,1415644651,70,4.4142875
swing,3831571,9,7,14,1014,869.6666667,1451.571429,1416232848,64,4.4142875
android,1108397,9,7,14,2734,1573.888889,1408.857143,1419685025,24,4.4142875
android,1722818,33,11,24,10376,567.1212121,560.5454545,1419921449,21,4.4135225
android,1243753,6,7,9,2550,1167,1482.285714,1418951225,32,4.413446154
android,1678718,6,7,9,3951,1142,1494.857143,1409774413,138,4.413446154
hibernate,1000933,6,7,9,4125,749.1666667,1134,1419508086,26,4.413446154
maven,3636601,6,7,9,11652,182.8333333,228.8571429,1418647769,36,4.413446154
user-interface,1759128,3,7,4,5765,1286,630.8571429,1417349211,51,4.4121
sql,2667872,2,4,11,3523,386,494.5,1399401388,258,4.406756667
jpa,1023553,2,4,11,2598,624.5,1004,1412537113,106,4.406756667
html,131872,2,4,11,149318,212,509,1414434196,84,4.406756667
html,2504224,2,4,11,11747,440,588.5,1408110238,158,4.406756667
java-ee,523758,2,4,11,1936,449.5,887.5,1418741236,35,4.406756667
eclipse,230513,2,4,11,144530,357.5,541.5,1417695695,47,4.406756667
servlets,14955,2,4,11,119313,174.5,761,1417826773,45,4.406756667
android,2206004,1,3,11,38513,302,184.3333333,1405904023,183,4.40413125
android,1275540,1,3,11,1491,189,635,1412504273,107,4.40413125
generics,4725,1,3,11,88190,457,661.6666667,1417040980,54,4.40413125
xml,1587046,1,3,11,26579,1557,470.3333333,1417719863,46,4.40413125
swing,1927832,1,3,11,51471,375,327,1407312506,167,4.40413125
swing,335858,1,3,11,307351,1242,688.6666667,1412963521,101,4.40413125
regex,113632,1,3,11,8437,3801,1258,1409070045,147,4.40413125
servlets,103154,1,3,11,135248,717,275.3333333,1403824281,207,4.40413125
generics,1424875,1,3,11,17754,684,604.3333333,1417656587,47,4.40413125
servlets,13663,3,4,14,61726,1191.333333,791,1415863871,68,4.399425714
arrays,2721865,3,4,14,2650,681.3333333,506.75,1414412978,85,4.399425714
arraylist,367273,4,4,17,192869,195.75,321,1413389862,97,4.3939275
android,931982,8,5,22,21336,257.25,259.4,1410778848,127,4.392005769
generics,1189885,7,4,26,23724,530.5714286,644.75,1419968007,20,4.383430909
spring,313516,2,3,15,1406,285,1105.333333,1415972636,67,4.382598
swing,773623,2,3,15,2161,246,1107.333333,1409234877,145,4.382598
spring-mvc,1718213,3,5,10,1845,1271.666667,542.4,1398189613,272,4.378
android,2904829,3,5,10,1963,1212,774.4,1403461773,211,4.378
generics,1091466,1,2,15,6792,1911,2184.5,1409150847,146,4.37758
android,1214341,11,5,29,1661,768.7272727,458.2,1400530917,245,4.374751563
servlets,3282808,20,10,15,4685,528.15,681.4,1411715685,116,4.372925
spring,203907,3,3,19,295177,227.3333333,581.6666667,1419372396,27,4.3682425
android,1373050,8,7,12,1136,321.875,306.4285714,1397311496,283,4.360643
mysql,2310289,8,7,12,12381,405.625,380.2857143,1413854534,91,4.360643
android,3133545,5,7,7,893,448.2,475.1428571,1403785832,208,4.346320417
maven,55452,2,2,21,5434,390.5,1236.5,1411443084,119,4.3425575
maven,506855,13,7,20,14189,318.5384615,536,1417513163,49,4.3349145
multithreading,1206301,36,10,32,6111,655.0277778,685,1415821227,68,4.325736957
android,1545584,9,6,18,3574,639.2222222,497,1405944727,183,4.313598
android,1051804,10,9,7,1444,302.7,354.1111111,1419018865,31,4.312269474
android,509369,1,5,5,2900,4771,314.4,1408720872,151,4.308645833
android,3022836,1,5,5,499,227,1195.2,1405709235,185,4.308645833
spring,2249812,1,5,5,501,376,520.8,1412916446,102,4.308645833
xml,2810741,1,5,5,1517,509,602,1417354591,51,4.308645833
json,3444777,1,5,5,13829,570,926,1407828844,161,4.308645833
mysql,1464763,1,5,5,9654,219,258.2,1407624544,163,4.308645833
maven,521799,1,5,5,55333,788,1074.6,1414822999,80,4.308645833
tomcat,478399,4,5,12,66421,587,613.4,1418303229,40,4.305758333
xml,1113392,4,5,12,9442,755.25,2258.2,1416156953,65,4.305758333
android,1107317,10,5,26,7154,420.5,606.8,1393015957,332,4.303448333
android,2846106,16,8,19,3176,1006.9375,1110.5,1397299105,283,4.299361667
tomcat,696632,7,7,10,7482,136.4285714,261.4285714,1412928027,102,4.299335
android,984823,29,9,30,34051,688.5517241,726.8888889,1419577003,25,4.291576579
android,692168,7,6,14,2389,434.1428571,520.6666667,1401832732,230,4.289014615
sql,2300597,7,6,14,19214,298,323.6666667,1417270312,52,4.289014615
android,379245,6,6,12,2176,308.3333333,310,1406563477,176,4.27365
android,3928341,6,6,12,3561,1299.166667,1053.833333,1418666809,35,4.27365
eclipse,1897870,6,6,12,2508,430,773.1666667,1417664045,47,4.27365
multithreading,230513,9,4,31,144530,793.4444444,331.5,1412807493,103,4.273495385
json,627727,4,7,5,2099,1499.25,610.7142857,1418841555,33,4.26699
swing,3394714,9,7,13,565,1096.555556,733.4285714,1419439207,27,4.264095938
spring,3145373,14,7,21,2216,804.5,1371,1417416443,50,4.26258
eclipse,3270595,7,4,25,3818,940.4285714,1381,1421672188,1,4.258596364
arrays,1831293,14,6,27,56739,196.8571429,269.5,1408937385,148,4.2505575
eclipse,3558960,5,5,14,12302,505.2,511.4,1410942957,125,4.247965
json,1460509,12,8,13,4687,1841.25,1185.625,1416611232,59,4.240966
hibernate,362531,4,8,2,2000,247.75,203.75,1418630537,36,4.236246667
multithreading,3352285,12,5,30,2902,695,1024.2,1419024122,31,4.235727941
spring,2648110,4,6,8,936,1080,763.3333333,1419829797,22,4.233702
android,3048095,6,7,8,1159,847.5,383.4285714,1414991077,78,4.228595
android,2464386,6,7,8,15069,1109.166667,1185.142857,1418679920,35,4.228595
maven,2898867,12,6,23,11596,1108.25,1284.5,1398003896,275,4.225798333
android,370305,2,5,7,48861,314,388.8,1415647437,70,4.225671429
hibernate,1126380,2,5,7,1275,1289.5,830.8,1409278918,144,4.225671429
netbeans,1972317,2,5,7,1322,280.5,733.2,1395870098,299,4.225671429
java-ee,714969,2,5,7,50683,326.5,286,1407286027,167,4.225671429
swing,3482140,2,5,7,5294,437.5,796.4,1419704322,23,4.225671429
